id,date,polity,event,confidence,core_sources,modern_direction,cause,consequence,target,evidence_type,source_locator,source_caveat
"ML-1368-008","1368（洪武元年）五月26日","明","明军攻克梧州","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-009","1368（洪武元年）七月","明","明军攻克广西","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-010","1368（洪武元年）九月20日","明与蒙古诸部","明军占领大都（改称北平），元朝逃往内蒙古；元朝就这样结束了","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-011","1368（洪武元年）十一月","明","明军攻克保定","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-012","1368（洪武元年）十二月26日","明","明军攻克赵州","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-013","1368（洪武元年）十二月","明","明军攻克平定","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-014","1368（洪武元年）","明","卧虎炮为明军所用。","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","从文本形成、传播网络与地方接受的区别研究知识和礼制","制度、教育或知识传播的需要推动了相关行动或文本形成。","它提供制度和传播史的锚点，不能据此推断社会整体接受。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1368-015","1368（洪武元年）","明","国子监创建","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武元年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","从诏令、奏议和人事网络的不同记录研究决策过程","继承、官僚协调或皇权运作的压力使问题进入朝廷程序。","它影响后续人事与政策议程；动机和派系标签不能由单一叙事裁定。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武元年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"EM-1369-SHANGDU","1369（洪武二年）五月至八月","明与北元","明军北进上都、应昌一线；元顺帝在北遁途中去世","日期与战事序列较可靠；元顺帝死地和撤退细节有异说","《太祖实录》洪武二年五月、八月条；《明史·北虏传》；《高丽史》北元消息条","北元早期流动政权与明军北伐补给线研究","大都失守后北元仍试图依托上都、应昌和草原骑兵维持王朝中心","明军未能消灭草原政治力量；北边战争由夺城转为长期机动与互市问题","chapters/early-ming/northern-frontier-and-beiping.tex","annalistic_record","《太祖实录》洪武二年五月、八月条；《明史·北虏传》；《高丽史》北元消息条","日期与战事序列较可靠；元顺帝死地和撤退细节有异说"
"ML-1369-001","1369（洪武二年）一月9日","明","明军攻克太原","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-002","1369（洪武二年）三月3日","明","明军攻克大同","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-003","1369（洪武二年）三月","明","宋濂、王邑开始编修《元史》","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","从诏令、奏议和人事网络的不同记录研究决策过程","继承、官僚协调或皇权运作的压力使问题进入朝廷程序。","它影响后续人事与政策议程；动机和派系标签不能由单一叙事裁定。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-004","1369（洪武二年）四月18日","明","明军攻克山西，李思齐逃往临洮","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-005","1369（洪武二年）五月21日","明","李思齐向明军投降","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-006","1369（洪武二年）五月23日","明","明军攻克兰州","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-007","1369（洪武二年）六月8日","明","明军攻克平凉","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-008","1369（洪武二年）七月20日","明","明军攻克上都","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-009","1369（洪武二年）九月22日","明、后金（清）与辽东诸势力","明军攻克庆阳","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1369-010","1369（洪武二年）","明","中都（凤阳）开工建设","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武二年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","从诏令、奏议和人事网络的不同记录研究决策过程","继承、官僚协调或皇权运作的压力使问题进入朝廷程序。","它影响后续人事与政策议程；动机和派系标签不能由单一叙事裁定。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武二年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"EM-1370-PRINCELY-ENFEOFFMENT","1370（洪武三年）四月","明","太祖大封诸子为王并配置藩国","日期可靠；封册可证名义授封而不能直接证明各王实际兵权","《太祖实录》洪武三年四月条；《明史·诸王传》；《明会典·宗藩》","洪武宗藩布局、王府财政与卫所关系研究","建国后皇室需要可继承的资源分配与边地防卫网络","诸王成为地方军政力量；中央与藩王的权限张力为建文时期冲突埋下制度条件","chapters/early-ming/founding-and-state-building.tex","annalistic_record","《太祖实录》洪武三年四月条；《明史·诸王传》；《明会典·宗藩》","日期可靠；封册可证名义授封而不能直接证明各王实际兵权"
"EM-1370-SHENER-BATTLE","1370（洪武三年）六月","明与北元","徐达在沈儿峪击败扩廓帖木儿部","战役发生可靠；双方兵数和斩获主要来自明方战报","《太祖实录》洪武三年六月条；《明史·徐达传》与《北虏传》；17世纪《蒙古源流》北元汗统叙事","明初北伐的军数、草原地理与扩廓部众研究","明廷欲趁北元重组未定追击其主力；徐达军依托山西、陕西粮道北进","扩廓部受挫但未被歼灭；明廷随后仍需以多路远征争夺草原主动权","chapters/early-ming/northern-frontier-and-beiping.tex","annalistic_record","《太祖实录》洪武三年六月条；《明史·徐达传》与《北虏传》；17世纪《蒙古源流》北元汗统叙事","战役发生可靠；双方兵数和斩获主要来自明方战报"
"ML-1370-001","1370（洪武三年）一月","明","阔克帖木儿围攻兰州但未能攻克","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-002","1370（洪武三年）","明","明军在巩昌击败了可克帖木儿，但未能俘获他","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-003","1370（洪武三年）六月5日","明","洪武皇帝授权明第一次科举考试","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","从文本形成、传播网络与地方接受的区别研究知识和礼制","制度、教育或知识传播的需要推动了相关行动或文本形成。","它提供制度和传播史的锚点，不能据此推断社会整体接受。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-004","1370（洪武三年）六月10日","明","明军攻克颍昌","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","从军令、报称兵额、补给与地方后果之间的差距研究行动能力","前期边防、地方武装或跨区域资源调动的压力推动了该行动。","它改变了后续调兵、补给或地方秩序的条件；战果和伤亡须分开核对。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-005","1370（洪武三年）六月","明","洪武帝取缔白莲教和摩尼教","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","从诏令、奏议和人事网络的不同记录研究决策过程","继承、官僚协调或皇权运作的压力使问题进入朝廷程序。","它影响后续人事与政策议程；动机和派系标签不能由单一叙事裁定。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-006","1370（洪武三年）","明","明代使用火药来增强地雷的爆炸力。","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明会典》相关条目；地方志、黄册/契约/河工材料","从定额、报数、实收和地方文书的口径差异研究财政执行","财政征解、交通工程或货币支付的压力使相关措施进入政务。","其法定安排不等于地方执行，后续须以地域材料追踪负担与成效。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明会典》相关条目；地方志、黄册/契约/河工材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"ML-1370-007","1370（洪武三年）","明","明代大炮的弹丸由石弹过渡为铁弹。","编年候选的年序可由官修与后出材料交叉；具体月日、参与者、战果或数字必须回查所列材料，不能将单一叙事当作定论。","《太祖实录》洪武三年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","从文本形成、传播网络与地方接受的区别研究知识和礼制","制度、教育或知识传播的需要推动了相关行动或文本形成。","它提供制度和传播史的锚点，不能据此推断社会整体接受。","chapters/ch01-hongwu-jianwen-yongle.tex","annalistic_record","《太祖实录》洪武三年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。"
"EM-1371-HAIJIN","1371（洪武四年）十二月","明与东南沿海社会","朝廷申禁滨海居民私自出海并限制民间海外贸易","诏令日期可靠；禁令不等于沿海航行和交易立即停止","《太祖实录》洪武四年十二月条；《明史·食货志》；《筹海图编》所录早明海禁材料","洪武海禁的法律、执行范围与闽浙沿海生计研究","倭患警报、元末海上武装遗绪与新朝对沿海人口流动的疑虑交织","朝贡贸易被置于官府控制之下；私航、走私和沿海防务成为持续的地方—中央博弈","chapters/early-ming/maritime-tributary-world.tex","annalistic_record","《太祖实录》洪武四年十二月条；《明史·食货志》；《筹海图编》所录早明海禁材料","诏令日期可靠；禁令不等于沿海航行和交易立即停止"
