"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","tier"
"TK-0225-SHU-NANZHONG","建兴三年（225年）","蜀汉与南中地方集团","诸葛亮南征，平定益州郡、永昌等地叛乱并重置地方统治关系","南征及其大致结果可靠；孟获身份、七擒次数、行军路线和改置措施的细节有争议","《三国志·诸葛亮传》；《三国志·马谡传》裴松之注引《襄阳记》；《华阳国志·南中志》","蜀汉南中经营、地方首领与后出战功叙事研究","刘备死后南中豪强、夷帅与郡县官之间的紧张关系爆发，蜀汉必须恢复铜铁、赋役和通往西南的交通","成都重新取得南中资源和人力，但史书中的归附叙事不能等同地方社会被完全整合；孟获故事须分层处理","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·马谡传》裴松之注引《襄阳记》；《华阳国志·南中志》","南征及其大致结果可靠；孟获身份、七擒次数、行军路线和改置措施的细节有争议","A"
"TK-0226-CAO-PI-DEATH","黄初七年五月（226年）","曹魏","曹丕去世，曹叡继位，是为魏明帝","卒年与继位可靠；遗诏所定辅政层级和各集团的权力边界有争议","《三国志·文帝纪》；《三国志·明帝纪》；《资治通鉴》魏纪","魏文帝身后继承、曹叡即位与魏初政治研究","魏的皇位继承已在曹丕在世时确定，但对吴、蜀的边境战争和宗室、外戚、近侍并存使新帝需要迅速确认中枢命令","曹叡承接魏的北方国家机器，魏蜀汉中和魏吴淮南战场的竞争将转入新一轮部署","chapters/three-kingdoms/wei-foundation-and-regency.tex","retrospective_history","《三国志·文帝纪》；《三国志·明帝纪》；《资治通鉴》魏纪","卒年与继位可靠；遗诏所定辅政层级和各集团的权力边界有争议","A"
"TK-0227-ZHUGE-LIANG-HANZHONG","建兴五年（227年）","蜀汉","诸葛亮驻汉中并上《出师表》，以北伐准备重新组织蜀汉军政","驻汉中和北伐准备可靠；《出师表》成文语境、传本与其是否完整代表当时决策讨论有争议","《三国志·诸葛亮传》；《三国志·后主传》；《出师表》传本","出师表、汉中驻军与蜀汉北伐动员研究","南中大体安定、孙吴复盟后，蜀汉希望利用汉中山口牵制魏，并以进取战略维系小国的军政凝聚","蜀汉将资源集中于陇右方向；北伐的补给距离和关隘限制随即成为蜀汉国家能力的持续约束","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·后主传》；《出师表》传本","驻汉中和北伐准备可靠；《出师表》成文语境、传本与其是否完整代表当时决策讨论有争议","A"
"TK-0228-FIRST-NORTHERN-EXPEDITION","建兴六年春（228年）","蜀汉与曹魏","诸葛亮出祁山，南安、天水、安定一度响应蜀汉，魏调张郃等西援","出兵与数郡震动可靠；响应范围、地方倒向的原因和双方兵力有争议","《三国志·诸葛亮传》；《三国志·明帝纪》；《三国志·张郃传》；《资治通鉴》魏纪","第一次北伐、陇右郡县与蜀魏动员研究","蜀汉试图趁魏对陇右防备不足，从汉中越山进入渭水上游并争取地方官民","魏以中央调兵和陇右守将稳住局面；短暂响应显示边郡政治并非铁板一块，却未转化为蜀汉常态控制","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·明帝纪》；《三国志·张郃传》；《资治通鉴》魏纪","出兵与数郡震动可靠；响应范围、地方倒向的原因和双方兵力有争议","C"
"TK-0228-JIETING","建兴六年（228年）","蜀汉与曹魏","马谡失守街亭，诸葛亮撤回汉中并处置失军者","失守与撤军可靠；马谡部署、王平作用、军法程序和责任归属有争议","《三国志·马谡传》；《三国志·王平传》；《三国志·张郃传》；《三国志·诸葛亮传》裴松之注","街亭失守、陇右补给线与蜀汉军纪研究","祁山方向的蜀军须守住通往陇右的要道，马谡部与魏援军争夺水源和高地时失去稳定阵地","第一次北伐无法维持，蜀汉重新收缩至汉中；后世将失败归为单一将领失误的叙事须与补给和指挥结构并读","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·马谡传》；《三国志·王平传》；《三国志·张郃传》；《三国志·诸葛亮传》裴松之注","失守与撤军可靠；马谡部署、王平作用、军法程序和责任归属有争议","A"
"TK-0228-MENG-DA-REBELLION","太和二年（228年）","曹魏","新城太守孟达谋反，司马懿急行军围新城，孟达为部下所杀","叛乱、围城和孟达死亡可靠；书信真伪、行军日程和孟达与诸葛亮联络程度有争议","《三国志·明帝纪》；《三国志·司马懿传》；《三国志·孟达传》裴松之注引《魏略》","孟达叛乱、上庸新城与魏蜀边境情报研究","孟达处在魏蜀交通边缘，对魏的任用与自身安全缺乏信任，蜀汉北伐又改变了其对形势的判断","魏以快速机动保住汉水上游节点，司马懿在西部军政中的声望上升；相关书信不能未经辨伪视为直接内情","chapters/three-kingdoms/wei-foundation-and-regency.tex","retrospective_history","《三国志·明帝纪》；《三国志·司马懿传》；《三国志·孟达传》裴松之注引《魏略》","叛乱、围城和孟达死亡可靠；书信真伪、行军日程和孟达与诸葛亮联络程度有争议","B"
"TK-0228-SHITING","太和二年（228年）","孙吴与曹魏","陆逊在石亭击败曹休所率魏军，魏的江淮攻势受挫","战役结果可靠；诈降信息、参战兵力、战场位置和追击范围有争议","《三国志·吴主传》；《三国志·陆逊传》；《三国志·曹休传》；《资治通鉴》魏纪","石亭之战、江淮情报与魏吴战争研究","魏试图沿江淮推进并利用吴方内部关系，孙吴以陆逊、朱桓等将领掌握水陆节点和情报优势","魏军后撤并调整淮南防御，孙吴证明其可在江北作战；诈降情节主要见于传记叙事，须区分战果与戏剧化细节","chapters/three-kingdoms/sun-wu-state-and-south.tex","retrospective_history","《三国志·吴主传》；《三国志·陆逊传》；《三国志·曹休传》；《资治通鉴》魏纪","战役结果可靠；诈降信息、参战兵力、战场位置和追击范围有争议","B"
"TK-0229-WUDU-YINPING","建兴七年（229年）","蜀汉与曹魏","诸葛亮取武都、阴平二郡，魏将郭淮退却，蜀汉扩展汉中西北屏障","取郡结果大体可靠；郡界、守令转换和郭淮撤军原因有争议","《三国志·诸葛亮传》；《三国志·郭淮传》；《资治通鉴》魏纪","武都阴平争夺、陇西山地与蜀汉边防研究","蜀汉第一次北伐失败后仍须改善汉中西北的关隘防御，并寻找较短的局部进攻机会","蜀汉取得两郡名义和部分山地通道，但难以由此突破魏的渭水防线；边郡控制范围须逐县核验","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·郭淮传》；《资治通鉴》魏纪","取郡结果大体可靠；郡界、守令转换和郭淮撤军原因有争议","C"
"TK-0229-SUN-QUAN-EMPEROR","黄龙元年四月（229年）","孙吴","孙权在武昌即皇帝位，建元黄龙，孙吴正式提出独立帝国名号","即位年月可靠；受禅式礼仪、群臣参与和对地方的实际动员力有争议","《三国志·吴主传》；《三国志·孙登传》；《资治通鉴》魏纪","孙吴称帝、黄龙年号与江东合法性研究","魏的册封与质子要求不能满足孙权的自主统治，蜀汉亦已称帝，江东政权需要以独立名号配置官爵和外交","孙吴与魏、蜀汉形成三个皇帝中心；称帝强化建国仪式，却未消除长江中上游与淮南的军事压力","chapters/three-kingdoms/sun-wu-state-and-south.tex","retrospective_history","《三国志·吴主传》；《三国志·孙登传》；《资治通鉴》魏纪","即位年月可靠；受禅式礼仪、群臣参与和对地方的实际动员力有争议","C"
"TK-0229-JIANYE-CAPITAL","黄龙元年（229年）","孙吴","孙权将都城由武昌迁回建业，长江下游成为孙吴中枢","迁都可靠；宫城建设、迁徙人口与武昌—建业双中心的实际分工有争议","《三国志·吴主传》；《建康实录》；南京地区六朝城址考古材料","孙吴建业建都、长江下游城市与区域资源研究","孙吴称帝后须在江东腹地建立较稳定的官僚与交通中心，同时保留武昌对上游的军事作用","建业成为孙吴及后世建康政治传统的起点；城址材料可校验城市演变，不能直接复原全部三国宫城布局","chapters/three-kingdoms/sun-wu-state-and-south.tex","archaeological_context","《三国志·吴主传》；《建康实录》；南京地区六朝城址考古材料","迁都可靠；宫城建设、迁徙人口与武昌—建业双中心的实际分工有争议","C"
"TK-0230-WEI-WEN-MARITIME","黄龙二年（230年）","孙吴与海上岛屿社会","孙权遣卫温、诸葛直率舟师求夷洲、亶洲，航海军民多病死而未获预期成果","遣航与损失大体可靠；夷洲、亶洲的地望、航程和人数不可据后世地名直接断定","《三国志·吴主传》；《三国志·吴主传》裴松之注引《临海水土志》；《资治通鉴》魏纪","孙吴海上远航、夷洲亶洲地望与海洋史研究","孙吴拥有沿海舟师并寻求扩展人力、资源和外部信息，但对外海环境与岛屿社会缺乏稳定补给条件","远航显示孙吴政权的海上动员能力及其限度；夷洲是否对应今台湾等问题必须保留文本地理的不确定性","chapters/three-kingdoms/sun-wu-state-and-south.tex","retrospective_history","《三国志·吴主传》；《三国志·吴主传》裴松之注引《临海水土志》；《资治通鉴》魏纪","遣航与损失大体可靠；夷洲、亶洲的地望、航程和人数不可据后世地名直接断定","C"
"TK-0230-CAO-ZHEN-HANZHONG","太和四年至五年（230年至231年）","曹魏与蜀汉","曹真等自关中多路准备攻蜀，栈道与山道遭大雨阻断，魏军未能深入汉中","出师与因雨撤军可靠；各路行军、道路工程和损失规模有争议","《三国志·明帝纪》；《三国志·曹真传》；《三国志·王昶传》；《资治通鉴》魏纪","曹真伐蜀、褒斜山道与山地后勤研究","魏希望利用兵力与关中资源压迫蜀汉，却必须跨越秦岭并维持长距离栈道运输","天气和道路使魏的大规模攻势无法兑现，汉中山地继续提供蜀汉防御纵深；传记中的工程成效须与地形分别评估","chapters/three-kingdoms/three-kingdoms-warfare-and-diplomacy.tex","retrospective_history","《三国志·明帝纪》；《三国志·曹真传》；《三国志·王昶传》；《资治通鉴》魏纪","出师与因雨撤军可靠；各路行军、道路工程和损失规模有争议","B"
"TK-0231-QISHAN-EXPEDITION","建兴九年（231年）","蜀汉与曹魏","诸葛亮再次出祁山，与司马懿部相持，因粮运不继而撤军","出兵、对峙和撤军可靠；木牛流马、卤城战果和双方伤亡有争议","《三国志·诸葛亮传》；《三国志·司马懿传》；《三国志·张郃传》；《资治通鉴》魏纪","祁山相持、蜀汉粮运与魏蜀战略研究","蜀汉需持续在陇右制造压力以维持边境主动，但益州至前线的粮道难以支撑久战","魏未能消灭蜀军，蜀汉也未能固守陇右；战场结果再次把小国战略的关键置于运输而非单一会战","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·司马懿传》；《三国志·张郃传》；《资治通鉴》魏纪","出兵、对峙和撤军可靠；木牛流马、卤城战果和双方伤亡有争议","B"
"TK-0231-LI-YAN-DISMISSAL","建兴九年（231年）","蜀汉","李严因粮运失职并伪称奉诏召军，被诸葛亮弹劾废为平民","罢黜事实可靠；李严失职、诏令真伪和诸葛亮处置的程序与责任比例有争议","《三国志·李严传》；《三国志·诸葛亮传》；《三国志·李严传》裴松之注引《诸葛亮集》","蜀汉后勤官僚、李严案与北伐责任研究","祁山前线依赖永安—益州方面的粮运，撤军使统帅与负责转输的重臣围绕责任和声誉发生冲突","蜀汉失去一名资深大臣并强化诸葛亮对军政的控制；案件材料多出自胜方文书，不能把弹劾词当作无争议事实","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·李严传》；《三国志·诸葛亮传》；《三国志·李严传》裴松之注引《诸葛亮集》","罢黜事实可靠；李严失职、诏令真伪和诸葛亮处置的程序与责任比例有争议","C"
"TK-0232-GONGSUN-YUAN-WU-TIES","太和六年（232年）","辽东公孙渊与孙吴","公孙渊遣使通孙吴，孙权册拜其为燕王，试图在魏的东北边缘建立外部盟点","互遣使节和册拜大体可靠；公孙渊真实意图、封号授受程序和辽东控制范围有争议","《三国志·吴主传》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《魏略》","辽东公孙氏、孙吴外交与魏东北边防研究","公孙氏长期据辽东并在魏、吴之间权衡，孙吴则希望以海路外交牵制魏而不直接承担辽东防务","吴辽联系短暂打开魏后方的外交风险，也暴露跨海盟约缺乏陆上支援的脆弱性","chapters/three-kingdoms/three-kingdoms-warfare-and-diplomacy.tex","retrospective_history","《三国志·吴主传》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《魏略》","互遣使节和册拜大体可靠；公孙渊真实意图、封号授受程序和辽东控制范围有争议","B"
"TK-0233-GONGSUN-YUAN-ENVOYS","嘉禾二年（233年）","辽东公孙渊与孙吴","公孙渊杀孙吴使者张弥、许晏并夺取所赐财物，转而向魏请和","使者遇害和外交转向可靠；公孙渊决策动机、财物数额和魏方承诺有争议","《三国志·吴主传》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《吴书》","辽东外交反复、吴使遇害与海路联盟研究","公孙渊面对魏的近距离军事威胁，判断孙吴不能跨海提供持续援军，遂以处死使者表明立场","孙吴失去在辽东的盟点，魏对公孙氏的猜忌未除；这一事件说明使节册封不等同于可执行的军事同盟","chapters/three-kingdoms/three-kingdoms-warfare-and-diplomacy.tex","retrospective_history","《三国志·吴主传》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《吴书》","使者遇害和外交转向可靠；公孙渊决策动机、财物数额和魏方承诺有争议","C"
"TK-0234-WUZHANG","建兴十二年（234年）","蜀汉与曹魏","诸葛亮出斜谷屯五丈原，与司马懿相持后病逝，蜀军撤回汉中","出兵、相持、死亡和撤军可靠；病因、交战规模、司马懿避战动机和“死诸葛走生仲达”叙事有争议","《三国志·诸葛亮传》；《三国志·司马懿传》；《三国志·杨仪传》裴松之注引《魏氏春秋》","五丈原、诸葛亮之死与蜀汉战略限度研究","蜀汉仍试图由关中方向牵制魏，但补给距离和魏军防守使战事难以取得决定性突破","诸葛亮去世结束蜀汉以丞相统合北伐的阶段，魏守住关中；后出轶事应与可核实的撤军序列分开","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·诸葛亮传》；《三国志·司马懿传》；《三国志·杨仪传》裴松之注引《魏氏春秋》","出兵、相持、死亡和撤军可靠；病因、交战规模、司马懿避战动机和“死诸葛走生仲达”叙事有争议","C"
"TK-0234-WU-HEFEI-ASSAULT","嘉禾三年（234年）","孙吴与曹魏","孙权亲攻合肥新城，魏守军与援军固守，吴军撤退","攻城与撤军可靠；孙权亲临位置、围城时长、疾病影响和魏援军作用有争议","《三国志·吴主传》；《三国志·满宠传》；《三国志·明帝纪》；《资治通鉴》魏纪","合肥新城攻防、淮南城防与魏吴战争研究","蜀汉北伐迫使魏分兵关中，孙吴希望在淮南夺取可渡淮的据点并形成协同压力","魏守住合肥防线，吴蜀并攻未能改变三国边界；两线同时作战的协调程度不可由后世战略推演假定","chapters/three-kingdoms/sun-wu-state-and-south.tex","retrospective_history","《三国志·吴主传》；《三国志·满宠传》；《三国志·明帝纪》；《资治通鉴》魏纪","攻城与撤军可靠；孙权亲临位置、围城时长、疾病影响和魏援军作用有争议","B"
"TK-0234-JIANG-WAN-REGENT","建兴十二年（234年）","蜀汉","诸葛亮死后，蒋琬录尚书事，继掌蜀汉中枢政务","接掌中枢事实可靠；蒋琬权力起点、与费祎和姜维的分工及政策连续性有争议","《三国志·蒋琬传》；《三国志·后主传》；《华阳国志·刘后主志》","蒋琬辅政、蜀汉继承与战后行政研究","诸葛亮长期集中军政，去世后蜀汉必须在不引发益州官僚分裂的条件下重组决策和前线防务","蒋琬以尚书机构延续辅政，蜀汉北伐节奏趋于审慎；政权并非因一位权臣之死立即失去全部行政能力","chapters/three-kingdoms/shu-han-state-and-expeditions.tex","retrospective_history","《三国志·蒋琬传》；《三国志·后主传》；《华阳国志·刘后主志》","接掌中枢事实可靠；蒋琬权力起点、与费祎和姜维的分工及政策连续性有争议","C"
"TK-0237-GONGSUN-YUAN-REBELLS","景初元年（237年）","曹魏与辽东公孙渊","公孙渊拒绝入朝受命，自立燕王并与魏公开决裂","反魏与自立名号可靠；称王时间、官号体系和辽东各地服从程度有争议","《三国志·明帝纪》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《魏略》","公孙渊叛魏、辽东政权与东北交通研究","魏要求公孙渊入朝并重整辽东任命，触及公孙氏长期积累的地方军政自主权","辽东危机由暧昧附属关系转为战争，魏须在关中、淮南之外投入资源以解决东北割据中心","chapters/three-kingdoms/wei-foundation-and-regency.tex","retrospective_history","《三国志·明帝纪》；《三国志·公孙度传》；《三国志·公孙度传》裴松之注引《魏略》","反魏与自立名号可靠；称王时间、官号体系和辽东各地服从程度有争议","B"
"TK-0238-SIMA-YI-LIAODONG","景初二年（238年）","曹魏与辽东燕政权","司马懿围襄平，公孙渊败死，魏结束公孙氏在辽东的长期割据","征讨、围城和公孙渊死亡可靠；雨水、屠杀规模、投降处置和战后行政恢复速度有争议","《三国志·明帝纪》；《三国志·司马懿传》；《三国志·公孙度传》；《资治通鉴》魏纪","辽东之役、襄平围城与魏东北整合研究","公孙渊公开称王迫使魏不能再以册封维持边缘秩序，司马懿获授较大军权统率远征","魏取得辽东名义控制并消除吴的潜在盟友，但战争暴力和交通距离使战后治理不能简化为立即稳定","chapters/three-kingdoms/wei-foundation-and-regency.tex","retrospective_history","《三国志·明帝纪》；《三国志·司马懿传》；《三国志·公孙度传》；《资治通鉴》魏纪","征讨、围城和公孙渊死亡可靠；雨水、屠杀规模、投降处置和战后行政恢复速度有争议","B"
"TK-0238-HIMIKO-EMBASSY","景初二年六月（238年）","曹魏与倭女王国","倭女王卑弥呼遣使至魏，魏朝廷接受其朝贡并授予册封、铜镜等物","遣使年月和魏朝廷记载可靠；邪马台国位置、使团路线、授物数量及其在倭地的政治含义有争议","《三国志·魏书·乌丸鲜卑东夷传》；《三国志·明帝纪》；《日本书纪》后出相关记载","魏倭外交、带方郡与东亚海域交流研究","魏平定辽东后恢复经带方郡通向朝鲜半岛与海东的信息和朝贡渠道，倭地竞争者也需要外部承认","魏的册封把倭地纳入其文书化外交视野，但不证明魏在列岛拥有直接统治；铜镜与考古发现的对应须逐件核对","chapters/three-kingdoms/three-kingdoms-warfare-and-diplomacy.tex","retrospective_history","《三国志·魏书·乌丸鲜卑东夷传》；《三国志·明帝纪》；《日本书纪》后出相关记载","遣使年月和魏朝廷记载可靠；邪马台国位置、使团路线、授物数量及其在倭地的政治含义有争议","B"
"TK-0239-CAO-RUI-DEATH","景初三年正月（239年）","曹魏","曹叡去世，幼帝曹芳即位，曹爽与司马懿受遗诏辅政","卒年、继位和辅政安排可靠；遗诏文本、曹爽司马懿权力均衡及近侍作用有争议","《三国志·明帝纪》；《三国志·齐王芳纪》；《三国志·曹爽传》；《资治通鉴》魏纪","魏明帝身后辅政、幼主政治与曹爽司马懿研究","曹叡无成年继承人，且晚年宫室营建与边境战事加重中枢压力，必须以辅政者维持军政连续","曹芳朝形成曹爽与司马懿并立的权力结构，魏的皇帝继承问题转化为辅政集团争夺诏令、禁军和任官权","chapters/three-kingdoms/wei-foundation-and-regency.tex","retrospective_history","《三国志·明帝纪》；《三国志·齐王芳纪》；《三国志·曹爽传》；《资治通鉴》魏纪","卒年、继位和辅政安排可靠；遗诏文本、曹爽司马懿权力均衡及近侍作用有争议","A"
"TK-0240-ZHENGSHI-STONE-CLASSICS","正始年间（240年至249年）","曹魏","魏廷在洛阳太学立三体石经，以古文、篆、隶并列校写经典","立石经及其正始年代大体可靠；始刻年份、篇目、残石归属与教学使用范围有争议","《三国志·齐王芳纪》；《晋书·卫恒传》；正始三体石经残石及洛阳太学遗址资料","正始石经、经学定本与洛阳物质文化研究","魏中枢需要借可公开校读的经文稳定官学与书写权威，回应汉末以来传本、字形和师法差异","石经为魏的教育和合法性提供可见媒介；残石能校验部分文字，不能据此推定全国学校或经学解释已经统一","chapters/three-kingdoms/three-kingdoms-society-and-material-record.tex","excavated_text_or_inscription","《三国志·齐王芳纪》；《晋书·卫恒传》；正始三体石经残石及洛阳太学遗址资料","立石经及其正始年代大体可靠；始刻年份、篇目、残石归属与教学使用范围有争议","B"
