"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","tier"
"WH-0204-JINGXING","前204年","汉与赵","韩信破赵于井陉，收编赵地兵员","可靠纪年；背水阵细节有文学化可能","《史记·淮阴侯列传》；《史记·赵世家》；《汉书·韩信传》","井陉战役叙事、太行交通与军事动员研究","汉军需在荥阳对峙期间夺取赵地资源，赵军据险防守","北方诸国的均势改变，韩信成为汉方独立战区的关键统帅","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·淮阴侯列传》；《史记·赵世家》；《汉书·韩信传》","可靠纪年；背水阵细节有文学化可能","C"
"WH-0204-XINGYANG","前204年","汉与西楚","荥阳、成皋争夺持续，刘邦一度突围西走","可靠纪年；纪传对突围人物异同","《史记·项羽本纪》；《史记·高祖本纪》；《汉书·高帝纪》；《资治通鉴》卷十","荥阳—成皋走廊、粮道与楚汉持久战研究","关中至中原的通道决定双方补给，彭城后汉军主力被楚军牵制","楚军未能彻底歼灭刘邦，战争转为多战区的资源竞争","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·项羽本纪》；《史记·高祖本纪》；《汉书·高帝纪》；《资治通鉴》卷十","可靠纪年；纪传对突围人物异同","B"
"WH-0203-QI-CAMPAIGN","前203年","汉、齐与西楚","韩信击齐并在潍水一带破楚援军","可靠纪年；水战战术细节有争议","《史记·淮阴侯列传》；《史记·田儋列传》；《汉书·高帝纪》","齐地征服、潍水战术与田横集团研究","齐王田广在汉楚之间反复，楚遣龙且援齐以阻断汉军东进","汉方获得齐地人口与粮赋，项羽在东部失去可资动员的盟国","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·淮阴侯列传》；《史记·田儋列传》；《汉书·高帝纪》","可靠纪年；水战战术细节有争议","C"
"WH-0203-HONGGOU","前203年","汉与西楚","楚汉以鸿沟为界议和，旋即再战","核心事实可靠；条款文本不存","《史记·项羽本纪》；《史记·高祖本纪》；《资治通鉴》卷十","鸿沟和约的地望、条款与破约责任研究","楚军长期围攻未获决定性胜利，汉军北方战区已取得优势","短暂划界未能化解权力竞争；刘邦联络韩信、彭越准备合围","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·项羽本纪》；《史记·高祖本纪》；《资治通鉴》卷十","核心事实可靠；条款文本不存","C"
"WH-0202-GAIXIA","前202年","汉与西楚","汉军及诸侯合围项羽于垓下，项羽败死","可靠纪年；四面楚歌等细节有文学加工","《史记·项羽本纪》；《汉书·高帝纪》；《资治通鉴》卷十","垓下战场位置、诸侯参战程度与项羽败亡叙事研究","鸿沟后刘邦以齐、梁等兵力合围，楚军补给与盟友相继流失","西楚政权瓦解，刘邦成为最有实力的诸侯共主","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·项羽本纪》；《汉书·高帝纪》；《资治通鉴》卷十","可靠纪年；四面楚歌等细节有文学加工","B"
"WH-0202-HAN-FOUNDATION","前202年二月","汉","刘邦即皇帝位，汉朝建立","可靠纪年","《汉书·高帝纪》；《史记·高祖本纪》；《汉纪》卷一","汉初建国仪式、帝号与战后合法性研究","项羽败亡后需要把军事联盟转化为持续的最高统治权","汉廷开始配置中央官僚、郡县与异姓诸侯王的复合秩序","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·高帝纪》；《史记·高祖本纪》；《汉纪》卷一","可靠纪年","C"
"WH-0202-CHANGAN","前202年五月","汉","汉廷定都长安，依托关中经营全国","可靠纪年；城址发展阶段须与考古互证","《汉书·高帝纪》；《史记·刘敬叔孙通列传》；汉长安城遗址考古报告","长安建都、关中粮运与帝国空间组织研究","关中拥有战时粮仓、函谷关险要和秦旧行政网络，洛阳东部位置较难防守","长安成为西汉政治中心，关中与关东的资源调配成为长期制度问题","chapters/western-han/founding-and-recovery.tex","archaeological_context","《汉书·高帝纪》；《史记·刘敬叔孙通列传》；汉长安城遗址考古报告","可靠纪年；城址发展阶段须与考古互证","C"
"WH-0201-ENFEOFFMENT","前201年","汉","汉廷大规模封建功臣与异姓诸侯王","可靠纪年；封地范围有变动","《汉书·高帝纪》；《史记·高祖功臣侯者年表》；《汉书·异姓诸侯王表》","汉初侯国、王国与郡县并置的国家形成研究","楚汉战争依靠诸侯、将领和地方豪强合作，中央须兑现军功与联盟承诺","异姓王拥有军政资源，中央集权与封国安全之间的矛盾制度化","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·高帝纪》；《史记·高祖功臣侯者年表》；《汉书·异姓诸侯王表》","可靠纪年；封地范围有变动","B"
"WH-0200-BAIDENG","前200年冬","汉与匈奴","刘邦北征受困白登，与匈奴议和撤军","核心事件可靠；围困天数与和亲条款有争议","《史记·高祖本纪》；《史记·匈奴列传》；《汉书·高帝纪》；《汉书·匈奴传》","白登之围、早期和亲与汉匈边境政治研究","韩王信叛汉并引匈奴南下，汉军在北方补给和骑兵条件不足","汉廷转向和亲、互市与边郡防御的组合，不再轻易北进","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·高祖本纪》；《史记·匈奴列传》；《汉书·高帝纪》；《汉书·匈奴传》","核心事件可靠；围困天数与和亲条款有争议","B"
"WH-0198-HAN-XIN-REMOVAL","前198年","汉","韩信由楚王徙为淮阴侯，异姓王权受抑","可靠纪年；谋反指控的证据有争议","《史记·淮阴侯列传》；《汉书·韩信传》；《资治通鉴》卷十二","韩信失权、功臣政治与叛乱叙事的史料批判研究","韩信在楚拥有旧部与声望，刘邦担忧其在齐楚地区的独立动员能力","中央以徙封和侯爵化削弱功臣王，为清除异姓王开辟先例","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·淮阴侯列传》；《汉书·韩信传》；《资治通鉴》卷十二","可靠纪年；谋反指控的证据有争议","C"
"WH-0196-HAN-XIN-EXECUTION","前196年","汉","吕后与萧何诱杀韩信于长乐宫","可靠纪年；谋反情节有争议","《史记·淮阴侯列传》；《汉书·韩信传》；《汉纪》卷三","韩信案的政治程序、吕后作用与功臣清洗研究","陈豨反叛期间，朝廷将韩信视为潜在的内部威胁","异姓功臣集团进一步瓦解，吕后在宫廷决策中的位置上升","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·淮阴侯列传》；《汉书·韩信传》；《汉纪》卷三","可靠纪年；谋反情节有争议","C"
"WH-0196-GUANZHONG-RELOCATION","前196年前后","汉","刘敬建议迁徙关东豪族十余万口入关中以实京师","人数与执行范围有争议","《史记·刘敬叔孙通列传》；《汉书·高帝纪》；《汉书·地理志》","汉初徙民政策、户数口数与关中社会重组研究","关中经历战乱且长安需稳定人力，中央也欲削弱关东豪强的地方根基","迁徙成为利用户籍与空间配置巩固京师的手段，其实际覆盖不得外推为全国常态","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·刘敬叔孙通列传》；《汉书·高帝纪》；《汉书·地理志》","人数与执行范围有争议","B"
"WH-0196-PENG-YUE","前196年","汉","梁王彭越被废杀，梁地改由宗室控制","可靠纪年；罪名与处置叙事有争议","《史记·魏豹彭越列传》；《汉书·彭越传》；《汉书·异姓诸侯王表》","彭越案、梁地资源与异姓王处置研究","彭越在楚汉战争中掌握梁地兵众，战后中央难以容忍其独立军政能力","异姓王封国逐步转入刘氏宗室，中央对东部要地的控制加强","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·魏豹彭越列传》；《汉书·彭越传》；《汉书·异姓诸侯王表》","可靠纪年；罪名与处置叙事有争议","C"
"WH-0195-YING-BU","前195年","汉与淮南","淮南王英布反汉，刘邦亲征后病逝","可靠纪年；作战路线细节有异文","《史记·黥布列传》；《汉书·高帝纪》；《汉书·英布传》","英布反叛的联盟崩解、淮南地缘与高祖晚年政治研究","韩信、彭越相继被杀使英布恐惧，淮南又有独立军事资源","最后一位强大异姓王败亡；高祖死后皇后与宗室的权力平衡更脆弱","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·黥布列传》；《汉书·高帝纪》；《汉书·英布传》","可靠纪年；作战路线细节有异文","C"
"WH-0195-WHITE-HORSE","前195年前后","汉","朝廷以白马盟誓限制非刘氏封王","盟誓存在可靠；形成过程与效力有争议","《史记·吕太后本纪》；《汉书·高帝纪下》；《汉书·外戚恩泽侯表》","白马之盟的文本、后世援引与宗室政治研究","异姓诸侯王叛乱显示封王权力可威胁皇室，刘氏需要排他性合法性语言","刘氏宗室封王原则成为后续废立与诛吕行动的重要政治依据","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·吕太后本纪》；《汉书·高帝纪下》；《汉书·外戚恩泽侯表》","盟誓存在可靠；形成过程与效力有争议","B"
"WH-0195-GAOZU-DEATH","前195年四月","汉","高祖刘邦去世，惠帝即位，吕后掌握朝政枢纽","可靠纪年","《汉书·高帝纪下》；《史记·吕太后本纪》；《汉纪》卷三","高祖死后继承、后宫与开国政治转型研究","太子年少而功臣、宗室和皇后家族并存，继承安排未能消除权力竞争","吕后通过太后身份介入人事与封爵，汉初政治转入外戚—功臣互动阶段","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·高帝纪下》；《史记·吕太后本纪》；《汉纪》卷三","可靠纪年","A"
"WH-0194-LU-REGIME","前194年至前188年","汉","吕后在惠帝朝主导高层人事并处置戚夫人、赵王如意","核心处置事实可靠；叙事细节与动机有争议","《史记·吕太后本纪》；《汉书·外戚传上》；《汉纪》卷三","吕后政治、宫廷暴力叙事与母后权力研究","高祖诸子和后宫成员可能成为替代继承中心，吕后力图保护惠帝一支","宫廷恐惧与宗室隔阂加深，太后能够直接处分诸王成为既成实践","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·吕太后本纪》；《汉书·外戚传上》；《汉纪》卷三","核心处置事实可靠；叙事细节与动机有争议","B"
"WH-0188-HUIDI-DEATH","前188年八月","汉","惠帝去世，吕后临朝并先后立少帝","可靠纪年；少帝身份和年龄有争议","《史记·吕太后本纪》；《汉书·高后纪》；《汉纪》卷四","惠帝死后少帝身份、太后临朝与继承程序研究","惠帝无能独立统御诸侯与功臣，吕后已掌握宫廷与禁军网络","皇帝权威被太后临朝结构重塑，刘氏宗室对吕氏扩权的疑虑加深","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·吕太后本纪》；《汉书·高后纪》；《汉纪》卷四","可靠纪年；少帝身份和年龄有争议","C"
"WH-0184-LU-KINGS","前184年前后","汉","吕后封吕氏诸王并任用吕产、吕禄等掌军政","相对次序可靠；封王年份有异说","《史记·吕太后本纪》；《汉书·高后纪》；《汉书·外戚传上》","吕氏封王、军权配置与白马盟政治研究","吕后须为少帝政权建立可靠亲族支柱，同时面对刘氏封王的制约","吕氏进入王国与中央军权，太后死后爆发政权归属危机的条件形成","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·吕太后本纪》；《汉书·高后纪》；《汉书·外戚传上》","相对次序可靠；封王年份有异说","B"
"WH-0180-ZHULU","前180年八月","汉","吕后去世后，周勃、陈平等发动政变诛灭吕氏","可靠纪年；参与者分工与宫廷过程有争议","《史记·吕太后本纪》；《汉书·高后纪》；《汉书·陈丞相世家》","诛吕政变、北军南军与功臣—宗室联盟研究","吕氏依赖太后个人权威，少帝与吕氏王侯难获广泛承认；功臣援引刘氏盟誓","吕氏政权瓦解，功臣集团转而选择代王刘恒继位","chapters/western-han/founding-and-recovery.tex","retrospective_history","《史记·吕太后本纪》；《汉书·高后纪》；《汉书·陈丞相世家》","可靠纪年；参与者分工与宫廷过程有争议","A"
"WH-0180-WENDI-ACCESSION","前180年九月","汉","代王刘恒入长安即帝位，是为文帝","可靠纪年","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","诛吕者需一位有刘氏血统而外家势力较弱的成年皇帝，以安定宗室和功臣","代国王进入中央，西汉以宗室继承修复政权合法性","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","可靠纪年","C"
"WH-0178-LAND-TAX","前178年","汉","文帝诏减田租为三十税一","可靠纪年；实际征收程度有争议","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","战后人口、土地和生产仍在恢复，中央需减少农户负担并稳定编户","轻徭薄赋成为文景政治记忆的一部分；各地实际税率与附加役使仍需文书检验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","可靠纪年；实际征收程度有争议","C"
"WH-0177-PRIVATE-COINAGE","前177年前后","汉","文帝弛山泽禁并许可民间铸钱，后引发货币质量问题","年代大体可靠；政策范围有争议","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","中央财政有限且希望减轻管制，文帝朝调整秦以来的禁令","民间与诸侯铸钱扩大，币制质量和地方财力问题为武帝收铸埋下伏笔","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","年代大体可靠；政策范围有争议","C"
"WH-0167-CORPORAL-PUNISHMENT","前167年","汉","文帝废除肉刑，改以笞刑等处罚","可靠纪年；实际司法效果有争议","《汉书·文帝纪》；《汉书·刑法志》；《汉纪》卷八","汉文帝刑制改革、笞数与司法执行研究","缇萦上书故事所反映的刑罚讨论与统治者减轻酷刑的政治需要相互交织","法定肉刑被废，但笞刑死亡和地方司法实践显示刑罚负担并未简单消失","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·刑法志》；《汉纪》卷八","可靠纪年；实际司法效果有争议","C"
"WH-0166-XIONGNU-INVASION","前166年","汉与匈奴","匈奴入寇至雍地，文帝调兵守长安西北","可靠纪年；入寇兵数有争议","《汉书·文帝纪》；《汉书·匈奴传》；《史记·匈奴列传》","文帝时期汉匈边防、骑兵与和亲体制研究","和亲未消除边境竞争，匈奴可利用草原机动绕过边郡防线","长安安全直接暴露，朝廷加强边郡驻军和将领选任的讨论","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·匈奴传》；《史记·匈奴列传》","可靠纪年；入寇兵数有争议","B"
"WH-0165-JIA-YI","前165年前后","汉","贾谊上论削藩与诸侯王问题，未获全面采纳","年代与文本成篇过程有争议","《汉书·贾谊传》；《史记·屈原贾生列传》；《汉纪》卷八","贾谊政论的成篇年代、削藩方案与文帝政治研究","同姓诸侯国拥有广阔领地和独立官属，中央已担忧其尾大不掉","削藩成为朝廷可讨论的政策选项，但文帝朝未以强制手段全面实施","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·贾谊传》；《史记·屈原贾生列传》；《汉纪》卷八","年代与文本成篇过程有争议","C"
"WH-0162-ROYAL-PRINCES","前162年前后","汉","文帝分封诸子为王，宗室王国网络扩大","相对次序可靠；各王受封年有差异","《汉书·诸侯王表》；《汉书·文帝纪》；《史记·孝文本纪》","文帝宗室分封、王国治理与继承风险研究","刘氏政权需要以宗室控制要地，也需安置皇子和维系血统联盟","同姓封国数量增加，中央与王国之间的财政、司法和继承摩擦继续累积","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·诸侯王表》；《汉书·文帝纪》；《史记·孝文本纪》","相对次序可靠；各王受封年有差异","B"
"WH-0157-JINGDI-ACCESSION","前157年六月","汉","文帝去世，太子启即位，是为景帝","可靠纪年","《汉书·景帝纪》；《史记·孝景本纪》；《汉纪》卷九","文景继承、太子教育与宫廷连续性研究","文帝以太子启为稳定继承人，功臣政治已转向以宗室皇帝为中心","景帝承接减税与边防政策，也面对诸侯王问题的紧迫化","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·景帝纪》；《史记·孝景本纪》；《汉纪》卷九","可靠纪年","A"
"WH-0154-CUOFAN","前154年春","汉与吴楚诸王","御史大夫晁错推行削藩，吴楚等七国举兵","可靠纪年；削地程序与先后有争议","《汉书·景帝纪》；《汉书·晁错传》；《史记·吴王濞列传》","七国之乱的削地政策、王国财政与叛乱联盟研究","中央以违法为由削减王国封地，吴王刘濞等将既有自治危机转化为武装反抗","诸侯王与中央的矛盾由制度争议升级为全国性内战","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·景帝纪》；《汉书·晁错传》；《史记·吴王濞列传》","可靠纪年；削地程序与先后有争议","C"
"WH-0154-QIZHIGUO","前154年夏","汉与吴楚七国","周亚夫守昌邑、断吴楚粮道，七国之乱被平定","可靠纪年；战役细节有异文","《汉书·景帝纪》；《史记·绛侯周勃世家》；《汉书·周亚夫传》","周亚夫战略、昌邑位置与吴楚粮道研究","吴楚军急于西进，汉廷以梁国牵制并调集中央和诸侯兵力","中央避免正面决战而瓦解叛军，王国军政权限随后被持续削弱","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·景帝纪》；《史记·绛侯周勃世家》；《汉书·周亚夫传》","可靠纪年；战役细节有异文","A"
"WH-0154-CHAO-CUO","前154年","汉","景帝为安抚叛王而诛晁错，仍未阻止叛军","可靠纪年；诏令动机有争议","《汉书·晁错传》；《汉书·景帝纪》；《资治通鉴》卷十六","晁错被杀的决策信息、袁盎建议与危机政治研究","朝廷误判诛杀倡议者可使吴楚退兵，叛军实际目标已超出政策撤回","削藩争议转为不可逆的军事冲突，也显示皇帝对大臣的责任转移","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·晁错传》；《汉书·景帝纪》；《资治通鉴》卷十六","可靠纪年；诏令动机有争议","C"
"WH-0144-PRINCELY-REFORM","前144年前后","汉","七国之乱后，王国官吏任免和司法权进一步归中央节制","制度演变可靠；具体年份和地域有争议","《汉书·百官公卿表》；《汉书·诸侯王表》；《汉书·景帝纪》","汉代王国官制、内史体系与中央化程度研究","叛乱表明王国可依靠自身官属、赋役和兵力挑战中央","同姓王保留封号和食邑而军政自主空间收缩，郡国并行转为更不对称的结构","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·百官公卿表》；《汉书·诸侯王表》；《汉书·景帝纪》","制度演变可靠；具体年份和地域有争议","A"
"WH-0141-WUDI-ACCESSION","前141年正月","汉","景帝去世，太子彻即位，是为武帝","可靠纪年","《汉书·武帝纪》；《史记·孝武本纪》；《汉纪》卷十三","武帝继位、外戚与儒术政策转向研究","景帝完成削藩的初步框架，年轻皇帝可在较强中央财政和军权基础上扩张","朝廷人事和意识形态争论加剧，武帝时代的对外战争与制度重组展开","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《汉书·武帝纪》；《史记·孝武本纪》；《汉纪》卷十三","可靠纪年","A"
"WH-0140-JIANYUAN","前140年","汉","武帝改元建元，任用赵绾、王臧并一度改革礼制议程","可靠纪年；改革内容与失败过程有争议","《汉书·武帝纪》；《汉书·儒林传》；《史记·儒林列传》","建元新政、窦太后与早期儒生政治研究","新帝希望借经学人士调整朝廷议程，窦太后仍掌握深厚的政治影响","早期改革受挫，却使经学、人事与皇权关系成为武帝朝持续议题","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《汉书·武帝纪》；《汉书·儒林传》；《史记·儒林列传》","可靠纪年；改革内容与失败过程有争议","A"
"WH-0139-ZHANG-QIAN","前139年","汉与西域","张骞奉使西域寻求联络大月氏，途中为匈奴所留","可靠纪年；出使月氏的直接战略目标有争议","《史记·大宛列传》；《汉书·张骞李广利传》；《汉书·西域传上》","张骞出使、河西以前的跨域交通与知识形成研究","武帝希望在匈奴西方寻找可合作力量，以改变北方战略被动","汉廷获得有关大宛、康居和大月氏的系统信息，西向外交与战争构想扩大","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《史记·大宛列传》；《汉书·张骞李广利传》；《汉书·西域传上》","可靠纪年；出使月氏的直接战略目标有争议","C"
"WH-0136-FIVE-CLASSICS","前136年","汉","武帝置五经博士，国家经学官职获得制度位置","可靠纪年；学官规模与课程有争议","《汉书·武帝纪》；《汉书·儒林传》；《汉书·百官公卿表》","五经博士、经学制度化与儒术多元性研究","宫廷礼制与政治合法性需要可训练、可任用的经典解释者","经师进入官僚制度，但黄老、方术和法令传统并未因此消失","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《汉书·武帝纪》；《汉书·儒林传》；《汉书·百官公卿表》","可靠纪年；学官规模与课程有争议","B"
"WH-0135-MINYUE","前135年","汉与闽越、南越","闽越攻南越，汉廷遣军干预并调整东南封国关系","可靠纪年；出兵规模有争议","《汉书·武帝纪》；《史记·南越列传》；《汉书·闽粤传》","汉闽越南越关系、海路与间接统治研究","闽越与南越争夺东南资源和海陆通道，南越向汉求援","汉廷以援军和封王调换介入东南，扩张前的羁縻秩序开始改变","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《汉书·武帝纪》；《史记·南越列传》；《汉书·闽粤传》","可靠纪年；出兵规模有争议","B"
"WH-0134-XIAOLIAN","前134年","汉","武帝令郡国举孝廉，察举成为选官的重要渠道","可靠纪年；早期执行频率有争议","《汉书·武帝纪》；《汉书·儒林传》；《后汉书·百官志》","孝廉察举的起源、名额与地方推荐网络研究","中央扩张官僚体系，需要从郡国取得兼具名望与行政潜能的人才","地方评价进入中央选官程序，士人德行语言与官僚流动逐渐相连","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《汉书·武帝纪》；《汉书·儒林传》；《后汉书·百官志》","可靠纪年；早期执行频率有争议","B"
"WH-0133-MAYI","前133年","汉与匈奴","马邑伏击计划泄露，汉匈关系转入长期大战","可靠纪年；诱敌方案细节有异文","《史记·匈奴列传》；《汉书·武帝纪》；《汉书·匈奴传》","马邑谋伏、边市政治与汉匈战争起点研究","和亲互市未能解决边境冲突，武帝朝形成以军事主动权制约匈奴的共识","双方互市关系受损，汉廷开始常态化组织大规模骑兵远征","chapters/western-han/princes-frontier-and-expansion.tex","retrospective_history","《史记·匈奴列传》；《汉书·武帝纪》；《汉书·匈奴传》","可靠纪年；诱敌方案细节有异文","A"
