"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat"
"ST-607-COMMANDERY-REFORM","大业三年（607）","隋","隋废州改郡，调整地方行政名号和层级","B级｜诏改可靠；名称变更与地方实际权力、财政边界不必同步","《隋书·炀帝纪上》；《隋书·地理志》；《通典·州郡》","隋代州郡沿革、地方行政与文书所见执行研究","统一后州郡层级繁多，炀帝试图整齐行政名目并强化中央统摄","郡制成为隋末唐初地方治理背景，唐初复州显示名制不能单独解决统治成本","chapters/sui/sui-institutions-and-canal.tex","retrospective_history","《隋书·炀帝纪上》；《隋书·地理志》；《通典·州郡》","诏改可靠；名称变更与地方实际权力、财政边界不必同步"
"ST-609-TUYUHUN-CAMPAIGN","大业五年（609）","隋与吐谷浑","隋炀帝亲至河西，隋军击吐谷浑并设置西海、河源等郡","B级｜军事行动和置郡见史书；郡治持续时间和实际控制范围须以遗址、文书另核","《隋书·炀帝纪上》；《隋书·吐谷浑传》；《隋书·地理志》","隋代河西经营、吐谷浑政治与青海交通研究","吐谷浑控制河西—青海通路并受隋西域政策挤压，炀帝以亲征显示边疆支配力","隋一度把行政名号推入青海高原，高成本驻防预示边防脆弱","chapters/sui/sui-frontiers.tex","retrospective_history","《隋书·炀帝纪上》；《隋书·吐谷浑传》；《隋书·地理志》","军事行动和置郡见史书；郡治持续时间和实际控制范围须以遗址、文书另核"
"ST-611-WANG-BO-REBELLION","大业七年（611）","隋与山东起事者","王薄在长白山起事，隋末山东民变由逃亡转为持续武装活动","B级｜王薄起事可确证；民歌与参与者叙事受后世文本保存影响","《隋书·炀帝纪下》；《隋书·王薄传》；《资治通鉴》隋纪（大业七年条）","隋末山东民变、征辽动员与民歌史料研究","征辽前兵役、粮运和治安压力集中于山东、河北，逃亡者获得山泽据点","中央对东部征发的控制受侵蚀，为瓦岗等势力扩张创造环境","chapters/sui/sui-collapse.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·王薄传》；《资治通鉴》隋纪（大业七年条）","王薄起事可确证；民歌与参与者叙事受后世文本保存影响"
"ST-612-GOGURYEO-INVASION","大业八年（612）","隋与高句丽","隋第一次大规模征高句丽，辽东城久攻不下，九军渡辽水后覆败","B级｜出征与失败可靠；兵数、伤亡及渡海细节为单方战史，不能视作实数","《隋书·炀帝纪下》；《隋书·东夷传·高丽》；《资治通鉴》隋纪（大业八年条）","隋征高句丽兵力数字、辽东补给与萨水战叙事研究","隋以全国兵役和漕运追求速胜，高句丽依城防、河流和纵深抵消兵力优势","远征耗损军队和财政信誉，山东河北的征发与逃亡压力急剧上升","chapters/sui/sui-frontiers.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·东夷传·高丽》；《资治通鉴》隋纪（大业八年条）","出征与失败可靠；兵数、伤亡及渡海细节为单方战史，不能视作实数"
"ST-613-YANG-XUANGAN","大业九年（613）六月","隋","杨玄感趁炀帝再征高句丽时在黎阳起兵，旋被平定","B级｜起兵和覆灭日期可靠；政治口号与同谋范围在纪传间有异说","《隋书·炀帝纪下》；《隋书·杨玄感传》；《资治通鉴》隋纪（大业九年六月条）","隋末关陇贵族、黎阳仓与战时政变研究","征辽使精兵东出，杨玄感又掌黎阳转运，利用京师与前线间的权力空隙","朝廷对重臣、仓储和地方武装的信任瓦解，征辽被迫中断","chapters/sui/sui-collapse.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·杨玄感传》；《资治通鉴》隋纪（大业九年六月条）","起兵和覆灭日期可靠；政治口号与同谋范围在纪传间有异说"
"ST-614-GOGURYEO-THIRD","大业十年（614）","隋与高句丽","隋第三次征高句丽，高句丽遣使送还斛斯政后隋军撤回","B级｜出征与撤退可靠；遣还人物是否构成实质和议及谈判条件不明","《隋书·炀帝纪下》；《隋书·东夷传·高丽》；《资治通鉴》隋纪（大业十年条）","隋高句丽和战、俘虏外交与远征成本研究","连续远征未获成果，隋廷须应付国内起事和军队疲敝，高句丽以有限外交动作换取时间","辽东战争暂止却未解决竞争，隋的动员信用和地方服从继续下滑","chapters/sui/sui-frontiers.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·东夷传·高丽》；《资治通鉴》隋纪（大业十年条）","出征与撤退可靠；遣还人物是否构成实质和议及谈判条件不明"
"ST-615-YANMEN-SIEGE","大业十一年（615）八月","隋与东突厥","始毕可汗围炀帝于雁门，隋廷以勤王与外交解围","B级｜围城事实可靠；义成公主传讯和解围细节多由汉文叙事单线保存","《隋书·炀帝纪下》；《隋书·突厥传》；《北史·突厥传》","雁门危机、隋末北边军镇与突厥外交研究","隋利用突厥内部分化而边防兵力被征辽牵制，始毕得以深入雁门","皇帝受围暴露边防脆弱，勤王军与地方豪强的军事地位上升","chapters/sui/sui-collapse.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·突厥传》；《北史·突厥传》","围城事实可靠；义成公主传讯和解围细节多由汉文叙事单线保存"
"ST-617-LI-YUAN-TAIYUAN","义宁元年（617）五月至十一月","唐国与隋","李渊在太原起兵，入关后拥立代王杨侑，受封唐王","B级｜起兵与入关序列可靠；与突厥结盟条款及李世民作用在唐代叙事中被重塑","《旧唐书·高祖本纪》；《新唐书·高祖本纪》；《资治通鉴》隋纪（义宁元年条）","李渊起兵、太原军镇与关陇政治网络研究","隋廷失去对北方军镇和财政节点的控制，李渊凭太原兵马、门阀及突厥外交取得资源","关中出现能继承中央机构的竞争集团，长安成为唐建国基础","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·高祖本纪》；《新唐书·高祖本纪》；《资治通鉴》隋纪（义宁元年条）","起兵与入关序列可靠；与突厥结盟条款及李世民作用在唐代叙事中被重塑"
"ST-618-JIANGDU-COUP","大业十四年（618）三月","隋与骁果军","宇文化及等发动江都兵变，杀隋炀帝并挟持隋廷北返","B级｜政变与炀帝被杀可靠；参与者责任、遗诏和宫廷细节多为唐初道德化叙述","《隋书·炀帝纪下》；《隋书·宇文化及传》；《资治通鉴》隋纪（大业十四年三月条）","江都兵变、骁果军供给与隋末禁卫政治研究","骁果军滞留江都、归北无期且供给压力加重，宫廷对军队失去控制","隋失去名义最高统治者，各地竞争者加速以新国号争夺合法性","chapters/sui/sui-collapse.tex","retrospective_history","《隋书·炀帝纪下》；《隋书·宇文化及传》；《资治通鉴》隋纪（大业十四年三月条）","政变与炀帝被杀可靠；参与者责任、遗诏和宫廷细节多为唐初道德化叙述"
"ST-618-TANG-FOUNDING","武德元年（618）五月","唐","李渊受杨侑禅，建唐，改元武德","B级｜受禅日期可靠；唐修史对杨侑与隋末合法性的呈现服务新朝继统","《旧唐书·高祖本纪》；《新唐书·高祖本纪》；《资治通鉴》唐纪（武德元年五月条）","唐初受禅礼、关中行政接收与隋唐易代研究","李渊已控制长安和关中官僚财政，隋炀帝死后代王政权更无独立军政基础","唐取得中央名义与隋制遗产，但须在各地击败竞争政权","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·高祖本纪》；《新唐书·高祖本纪》；《资治通鉴》唐纪（武德元年五月条）","受禅日期可靠；唐修史对杨侑与隋末合法性的呈现服务新朝继统"
"ST-619-ZHENG-FOUNDING","武德二年（619）","郑与唐","王世充废杨侗，自立国号郑，以洛阳为中心抗唐","B级｜称帝和年次可靠；洛阳民众支持度主要被敌对史书以成败倒叙","《旧唐书·王世充传》；《新唐书·王世充传》；《资治通鉴》唐纪（武德二年条）","隋末洛阳政权、东都仓储与王世充集团研究","杨侗政权倚赖王世充军力，唐关中政权东进迫使洛阳形成独立资源中心","中原出现郑、夏、唐竞争，洛阳和运河粮道成为关键目标","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·王世充传》；《新唐书·王世充传》；《资治通鉴》唐纪（武德二年条）","称帝和年次可靠；洛阳民众支持度主要被敌对史书以成败倒叙"
"ST-621-HULAO","武德四年（621）五月","唐、郑与夏","李世民在虎牢击败窦建德，王世充随后降唐，唐取洛阳","B级｜战役和郑降可靠；兵力、突阵与战果数字多为唐方军功叙事","《旧唐书·太宗本纪上》；《旧唐书·窦建德传》；《新唐书·王世充传》；《资治通鉴》唐纪（武德四年条）","虎牢之战、洛阳—河北交通与唐初统一战争研究","唐围洛阳迫使窦建德南援，唐军在虎牢阻止夏军与郑军会合","唐夺取东都和中原仓储，华北竞争格局转向唐军可逐步收束","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·太宗本纪上》；《旧唐书·窦建德传》；《新唐书·王世充传》；《资治通鉴》唐纪（武德四年条）","战役和郑降可靠；兵力、突阵与战果数字多为唐方军功叙事"
"ST-622-LIU-HEITA","武德五年（622）","唐与河北反唐军","刘黑闼在河北再起，败后被部将擒杀，唐重新控制河北主要州县","B级｜刘黑闼败死可靠；地方倒向、军队构成和杀伤规模在史书中不完整","《旧唐书·刘黑闼传》；《新唐书·刘黑闼传》；《资治通鉴》唐纪（武德五年条）","河北复叛、窦建德遗产与唐初地方整合研究","唐处置夏地人事和征发引发反弹，窦建德旧部仍有地方网络与动员能力","唐须以安抚、任官和驻军巩固河北，统一战争转入地方接管","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·刘黑闼传》；《新唐书·刘黑闼传》；《资治通鉴》唐纪（武德五年条）","刘黑闼败死可靠；地方倒向、军队构成和杀伤规模在史书中不完整"
"ST-626-XUANWU","武德九年（626）六月","唐","李世民在玄武门杀太子建成、齐王元吉，掌握禁军与朝政","B级｜政变日期可靠；预谋、伏兵和言辞受太宗朝史料重塑，须与继承结果分开","《旧唐书·太宗本纪上》；《旧唐书·隐太子建成传》；《资治通鉴》唐纪（武德九年六月条）","玄武门政变、唐初继承制度与宫城空间研究","东宫与秦王府长期争夺军功、人事和继承，皇帝未能建立可接受的裁决机制","李世民控制继承与中枢，皇室暴力成为唐初制度阴影","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·太宗本纪上》；《旧唐书·隐太子建成传》；《资治通鉴》唐纪（武德九年六月条）","政变日期可靠；预谋、伏兵和言辞受太宗朝史料重塑，须与继承结果分开"
"ST-626-WEISHUI","武德九年（626）八月","唐与东突厥","颉利可汗南至渭水北岸，李世民与其结盟退兵","B级｜会盟与退兵可靠；桥上谈判、财物数额及威慑效果主要见唐方叙事","《旧唐书·太宗本纪上》；《旧唐书·突厥传上》；《资治通鉴》唐纪（武德九年八月条）","渭水危机、唐初边防与突厥南侵研究","玄武门政变后唐军政调整未定，东突厥利用关中防务空隙南下","唐以短期妥协避免京畿决战，随后整军、粮储和分化突厥成为优先事项","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·太宗本纪上》；《旧唐书·突厥传上》；《资治通鉴》唐纪（武德九年八月条）","会盟与退兵可靠；桥上谈判、财物数额及威慑效果主要见唐方叙事"
"ST-627-ZHENGUAN-CODE","贞观元年（627）","唐","唐廷修定贞观律令，形成初唐法制的规范文本","B级｜修定事实可靠；现存条文经后世保存，不能直接证明各州审判一致","《旧唐书·刑法志》；《唐律疏议·名例》及疏议序；《通典·刑法》","贞观律令、隋唐法律连续性与地方司法实践研究","唐需在隋制基础上稳定刑名、官司和户婚秩序，并回应隋末苛法的政治记忆","成文法提供共同术语，后续永徽律疏议将其进一步解释和定型","chapters/tang/tang-imperial-order.tex","retrospective_history","《旧唐书·刑法志》；《唐律疏议·名例》及疏议序；《通典·刑法》","修定事实可靠；现存条文经后世保存，不能直接证明各州审判一致"
"ST-628-LIANG-SHIDU","贞观二年（628）","唐与梁","梁师都部将杀梁师都降唐，朔方割据政权结束","B级｜降唐和年次可靠；部将倒戈的具体利益安排资料不足","《旧唐书·梁师都传》；《新唐书·梁师都传》；《资治通鉴》唐纪（贞观二年条）","朔方割据、突厥援助与唐初边地整合研究","梁师都长期依东突厥支援，唐军北进与突厥内压削弱其外援和内部凝聚力","唐完成关中北缘和河套门户控制，为反攻东突厥减少后方威胁","chapters/tang/early-tang-foundation.tex","retrospective_history","《旧唐书·梁师都传》；《新唐书·梁师都传》；《资治通鉴》唐纪（贞观二年条）","降唐和年次可靠；部将倒戈的具体利益安排资料不足"
"ST-630-EASTERN-TURKS","贞观四年（630）","唐与东突厥","李靖等破东突厥，颉利可汗被俘，东突厥汗国瓦解","B级｜覆灭序列可靠；军队人数、俘获数与天可汗含义须区分唐礼仪和草原政治实际","《旧唐书·太宗本纪上》；《旧唐书·突厥传上》；《新唐书·突厥传上》；《资治通鉴》唐纪（贞观四年条）","唐灭东突厥、阴山机动战与草原政权重组研究","东突厥遭雪灾、内争与唐朝离间，唐军利用朔方和定襄方向实施冬季突袭","唐取得北方纵深并接纳突厥部众，但草原政治未永久服从唐朝","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·太宗本纪上》；《旧唐书·突厥传上》；《新唐书·突厥传上》；《资治通鉴》唐纪（贞观四年条）","覆灭序列可靠；军队人数、俘获数与天可汗含义须区分唐礼仪和草原政治实际"
"ST-631-TURK-SETTLEMENT","贞观五年（631）前后","唐与降附突厥诸部","唐将降附突厥部众安置于北方州府并设置羁縻管理，朝廷为此发生争议","B级｜政策大体可靠；安置人口、州界和内地化效果缺少逐户材料","《旧唐书·突厥传上》；《新唐书·突厥传上》；《资治通鉴》唐纪（贞观五年条）","唐初羁縻州、突厥迁置与边地社会研究","颉利败亡后部众需粮食、牧地和政治归属，唐廷在近塞安置与塞外扶立间权衡","边疆治理由胜利转为供给、任官和身份分类问题，后突厥复兴显示其不稳","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·突厥传上》；《新唐书·突厥传上》；《资治通鉴》唐纪（贞观五年条）","政策大体可靠；安置人口、州界和内地化效果缺少逐户材料"
"ST-634-TUYUHUN","贞观八年（634）","唐与吐谷浑","李靖等击吐谷浑，慕容伏允自杀，其子诺曷钵受唐册立","B级｜战役与册立可靠；追击路线、伤亡和吐谷浑内部选择主要由唐方记录","《旧唐书·吐谷浑传》；《新唐书·吐谷浑传》；《资治通鉴》唐纪（贞观八年条）","唐吐谷浑战争、青海牧地与河西通道研究","吐谷浑与唐在河西商路、牧地和边民问题上冲突，唐担忧其与突厥联动","唐在青海建立册封关系，却将吐谷浑置于吐蕃崛起与唐边防之间","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·吐谷浑传》；《新唐书·吐谷浑传》；《资治通鉴》唐纪（贞观八年条）","战役与册立可靠；追击路线、伤亡和吐谷浑内部选择主要由唐方记录"
"ST-635-NESTORIAN","贞观九年（635）","唐与大秦景教社群","阿罗本至长安，唐廷允许译经传教，景教进入都城宗教空间","B级｜来华年代主要据781年碑刻及后出会要，缺少同时代官方原件","《唐会要·景教》；《大秦景教流行中国碑》（建中二年，781）；《册府元龟·外臣部》","唐代景教入华、叙利亚文社群与长安多宗教网络研究","丝路商旅和宗教人员进入长安，唐廷以审阅、翻译后的准入方式面对外来仪式","景教获得有限制度承认，是观察都市宗教网络的窗口而非全国信仰比例","chapters/tang/tang-imperial-order.tex","excavated_text_or_inscription","《唐会要·景教》；《大秦景教流行中国碑》（建中二年，781）；《册府元龟·外臣部》","来华年代主要据781年碑刻及后出会要，缺少同时代官方原件"
"ST-638-SONGZHOU-TIBET","贞观十二年（638）","唐与吐蕃","松赞干布军至松州，唐军击退其攻势，双方转入婚盟谈判","B级｜战事与谈判转向可靠；吐蕃动机和兵力几乎只由唐方记录，须保留材料沉默","《旧唐书·吐蕃传上》；《新唐书·吐蕃传上》；《资治通鉴》唐纪（贞观十二年条）","唐蕃松州冲突、河西川西道路与婚盟外交研究","吐蕃高原政权扩张并要求与唐建立婚姻关系，唐以边军胜利限定谈判条件","唐蕃由接触转为制度化外交，婚盟未消除边疆资源竞争","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·吐蕃传上》；《新唐书·吐蕃传上》；《资治通鉴》唐纪（贞观十二年条）","战事与谈判转向可靠；吐蕃动机和兵力几乎只由唐方记录，须保留材料沉默"
"ST-640-GAOCHANG","贞观十四年（640）","唐与高昌","侯君集灭高昌，唐置西州并推进对天山南路的直接经营","B级｜灭国和置州可靠；高昌地方反应及唐制落地须依吐鲁番多语文书和城址分期检验","《旧唐书·高昌传》；《新唐书·高昌传》；《资治通鉴》唐纪（贞观十四年条）；吐鲁番出土唐西州文书","唐西州治理、吐鲁番文书与丝路绿洲社会研究","高昌在唐与西突厥竞争中阻遏唐使，唐选择以驻军和州县取代间接关系","西州成为东部天山支点，直接治理带来屯田、驻军和地方适应成本","chapters/tang/tang-frontiers-and-silk-road.tex","excavated_text_or_inscription","《旧唐书·高昌传》；《新唐书·高昌传》；《资治通鉴》唐纪（贞观十四年条）；吐鲁番出土唐西州文书","灭国和置州可靠；高昌地方反应及唐制落地须依吐鲁番多语文书和城址分期检验"
"ST-641-WENCHENG","贞观十五年（641）","唐与吐蕃","文成公主入吐蕃，与松赞干布成婚","B级｜婚姻事实可靠；关于带入技术、制度和宗教的宏大叙事多为后起建构","《旧唐书·吐蕃传上》；《新唐书·吐蕃传上》；《资治通鉴》唐纪（贞观十五年条）","唐蕃和亲、女性外交与文成公主记忆研究","松州冲突后双方需稳定使节、边贸和政治互认，唐以宗室女婚盟调节关系","婚盟建立交往通道，但未改变高原与河西边界竞争的结构条件","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·吐蕃传上》；《新唐书·吐蕃传上》；《资治通鉴》唐纪（贞观十五年条）","婚姻事实可靠；关于带入技术、制度和宗教的宏大叙事多为后起建构"
"ST-643-CHENGQIAN","贞观十七年（643）","唐","太子李承乾谋反案发，被废为庶人，李治改立为太子","B级｜废立事实可靠；谋反情节和魏王泰角色受宫廷记录与道德判断影响","《旧唐书·太宗本纪下》；《旧唐书·承乾太子传》；《新唐书·太宗诸子传》","贞观晚期储位竞争、东宫官属与皇室政治研究","太子与魏王各自招纳官僚，太宗对继承人的干预加剧宫廷派系化","李治成为继承人，高宗时期后族与皇后政治的进入条件改变","chapters/tang/tang-imperial-order.tex","retrospective_history","《旧唐书·太宗本纪下》；《旧唐书·承乾太子传》；《新唐书·太宗诸子传》","废立事实可靠；谋反情节和魏王泰角色受宫廷记录与道德判断影响"
"ST-644-GOGURYEO-EXPEDITION","贞观十八年（644）","唐与高句丽","唐以高句丽内乱和扶余璋争端为由，部署亲征辽东","B级｜出师决策可靠；唐方讨逆表述不能取代高句丽内部材料","《旧唐书·太宗本纪下》；《旧唐书·高丽传》；《资治通鉴》唐纪（贞观十八年条）","唐太宗征高句丽、辽东军事地理与战争正当化研究","泉盖苏文政变及其与百济关系触动唐的区域秩序主张，太宗亦寻求东征威望","东北亚战争重塑唐、新罗、百济和高句丽的联盟选择","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·太宗本纪下》；《旧唐书·高丽传》；《资治通鉴》唐纪（贞观十八年条）","出师决策可靠；唐方讨逆表述不能取代高句丽内部材料"
"ST-645-LIAODONG-WITHDRAWAL","贞观十九年（645）九月","唐与高句丽","唐军久攻安市城未克，因寒冷和补给压力撤出辽东","B级｜撤军与安市城未下可靠；守城英雄和战损数字具有双方后世叙事层累","《旧唐书·太宗本纪下》；《旧唐书·高丽传》；《三国史记·高句丽本纪》","安市城战役、辽东气候与唐高丽战争的跨文本比较研究","唐军虽夺若干城堡，却无法在冬季前摧毁核心防御，高句丽依城防拖延补给","亲征未能灭高句丽，唐改采与新罗协同、持续施压的长期战略","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·太宗本纪下》；《旧唐书·高丽传》；《三国史记·高句丽本纪》","撤军与安市城未下可靠；守城英雄和战损数字具有双方后世叙事层累"
"ST-646-XUEYANTUO","贞观二十年（646）","唐与薛延陀","唐联结回纥等部击溃薛延陀，漠北草原权力重组","B级｜薛延陀败亡大体可靠；各部联盟的自称、人数和忠属关系主要经唐方转写","《旧唐书·薛延陀传》；《新唐书·薛延陀传》；《资治通鉴》唐纪（贞观二十年条）","薛延陀、回纥与唐代漠北联盟研究","东突厥覆亡后薛延陀扩张，唐转而支持竞争部落以防其控制漠北","回纥等力量上升，唐的册封和军事干预成本增加","chapters/tang/tang-frontiers-and-silk-road.tex","retrospective_history","《旧唐书·薛延陀传》；《新唐书·薛延陀传》；《资治通鉴》唐纪（贞观二十年条）","薛延陀败亡大体可靠；各部联盟的自称、人数和忠属关系主要经唐方转写"
